capacity_peer_group,group_size,group_median_price,group_mean_price,group_median_residual,group_mean_residual,group_std_residual
78723 | Hotel room | 3-4 guests,12,252.5,253.83333333333334,0.0132785531029582,0.016649561946844745,0.18232747678325906
78723 | Hotel room | 7+ guests,6,442.0,418.6666666666667,0.047042801106133195,0.01339885792645329,0.3136743870237058
78723 | Private room | 1-2 guests,49,79.0,121.16428571428571,-0.0667503559231654,0.010126280910465784,0.5246123386474582
78723 | Private room | 3-4 guests,3,183.0,257.1666666666667,0.3481995802643638,0.47929031327498434,0.4021820119006599
78723 | Private room | 5-6 guests,1,83.67,83.67,0.12533638357006,0.12533638357006,
78724 | Entire home/apt | 1-2 guests,13,127.81,146.1123076923077,0.2440766614693625,0.23843542489165165,0.29692718604378987
78724 | Entire home/apt | 3-4 guests,34,160.0,194.64794117647057,0.039652739932152195,0.0225163258024392,0.28174027765328724
78724 | Entire home/apt | 5-6 guests,25,204.64,273.8444,0.0092888689976584,0.0016275585734188169,0.2972851283338963
78724 | Entire home/apt | 7+ guests,42,263.66499999999996,331.15666666666664,-0.02461726235445645,-0.004930537723121978,0.3138633789877398
78724 | Private room | 1-2 guests,46,61.5,113.33782608695653,-0.1569373949565211,-0.07158094589936556,0.5609478605797594
78724 | Private room | 3-4 guests,2,206.5,206.5,0.10820962064102171,0.10820962064102171,0.7128033989188417
78724 | Private room | 5-6 guests,1,179.04,179.04,0.0796855496905175,0.0796855496905175,
78724 | Private room | 7+ guests,1,123.25,123.25,-0.2914355712144028,-0.2914355712144028,
78725 | Entire home/apt | 1-2 guests,3,280.0,279.5566666666667,0.6466169656534868,0.4576542498184321,0.46885618609159857
78725 | Entire home/apt | 3-4 guests,9,197.0,179.4611111111111,-0.0689740127240856,-0.04758446495180535,0.24331125157283298
78725 | Entire home/apt | 5-6 guests,16,265.16499999999996,272.7725,0.02150617704375255,0.00432370298890705,0.2067442172822726
78725 | Entire home/apt | 7+ guests,22,344.88,355.4540909090909,-0.09796357277353435,-0.06701912173419354,0.3081763317106019
